Situation familiale;Sexe du membre;Nombre de personnes dans le foyer;Nombre de 2rm conduits par le membre;Nombre denfants à charge;Département dhabitation en France;Tranche_âge;Année de mise en circulation du 2rm 1;Assurance du 2rm 1;Cylindrée du 2rm 1;Fréquence dutilisation du 2rm 1;Nombre de kilomètres parcourus par an avec 2rm 1;Appellation du 2rm 1;Marque du 2rm 1;Segment du 2rm 1;Stationnement du 2RM 1;Usage du 2rm 1;Budget 2-roues (hors carburant);Votre profession :;Votre catégorie socioprofessionnelle :;Aviez-vous l’intention de changer de 2-roues motorisé en 2020 ?
En couple avec enfant(s);Homme;4;1;2;73;50-59 ans;2011;MMA;1200;Tous les jours;8000;R1200RT;BMW;Routière / GT;Garage individuel (ou box privatif);Pour les loisirs;2000;Cadre comptable;Cadre;False
En couple sans enfant;Homme;2;3;0;24;50-59 ans;2004;MUTUELLE DES MOTARDS;650;Quelques fois par mois;2500;TRANSALP;HONDA;Trail / Supermotard;Parking privé clos;Pour les loisirs;350;charpentier;Artisan, commerçant assimilé;False
Seul(e) sans enfant;Homme;1;3;0;51;30-39 ans;2008;MAAF;600;Quelques fois par an;1200;FZ6-S FAZER;YAMAHA;Roadster;Parking privé clos;Pour les loisirs;;Directeur sav;Cadre;True
En couple sans enfant;Homme;2;2;0;75;50-59 ans;2012;MUTUELLE DES MOTARDS;800;Quelques fois par semaine;10000;TIGER ABS;TRIUMPH;Roadster;Parking privé clos;Pour les loisirs;;Chargé de mission FFMC;Cadre;True
En couple avec enfant(s);Homme;3;2;1;68;40-49 ans;2016;MUTUELLE DES MOTARDS;1050;Tous les jours;5000;SPEED TRIPLE S;TRIUMPH;Roadster;Garage individuel (ou box privatif);Pour les trajets domicile travail;;Ingénieur IT;Cadre;False
En couple avec enfant(s);Homme;5;1;3;92;60-69 ans;2016;MAIF;1200;Quelques fois par mois;10000;R1200GS ADVENTURE ABS PK (FULL;BMW;Trail / Supermotard;Garage individuel (ou box privatif);Pour les trajets domicile travail;;ingenieur detudes;Cadre;True
En couple sans enfant;Homme;2;1;0;69;40-49 ans;2014;MUTUELLE DES MOTARDS;1000;Quelques fois par mois;5000;CBF 1000FA;HONDA;Roadster;Parking privé clos;Pour les loisirs;;militaire;Employé;False
En couple sans enfant;Homme;2;2;0;43;60-69 ans;2018;MUTUELLE DES MOTARDS;650;Quelques fois par mois;10000;PR7 ADVENTURE;AJP;Routière / GT;Garage individuel (ou box privatif);Pour les loisirs;;retraité;Retraité;True
Seul(e) avec enfants;Homme;2;1;1;89;40-49 ans;2000;MAAF;850;Quelques fois par mois;5000;TDM;YAMAHA;Roadster;Parking privé clos;Pour les loisirs;;Ingénieur;Cadre;False
En couple avec enfant(s);Homme;4;1;2;92;50-59 ans;2004;AXA;1000;Tous les jours;8000;VARADERO IE C-ABS;HONDA;Trail / Supermotard;Garage collectif;Pour les trajets domicile travail;;ingénieur;Cadre;False
Seul(e) sans enfant;Homme;1;3;0;35;40-49 ans;2017;MAAF;700;Quelques fois par mois;9000;MT-07 TRACER;YAMAHA;Roadster;Garage individuel (ou box privatif);Pour les loisirs;;Informaticien;Profession intermédiaire;True
En couple avec enfant(s);Femme;3;1;1;69;30-39 ans;2009;MUTUELLE DES MOTARDS;600;Quelques fois par mois;500;FZ6;YAMAHA;Roadster;Garage individuel (ou box privatif);Pour les loisirs;;instit;Cadre;False
Autre;Homme;3;2;0;59;40-49 ans;1992;MUTUELLE DES MOTARDS;750;Quelques fois par mois;2000;GSX-R;SUZUKI;Sportive;Garage individuel (ou box privatif);Pour les loisirs;;RESTAURATEUR;Profession intermédiaire;False
En couple avec enfant(s);Homme;4;4;2;95;50-59 ans;2017;MUTUELLE DES MOTARDS;300;Quelques fois par semaine;5000;C EVOLUTION LONG RANGE ELECTRI;BMW;Scooter;Garage individuel (ou box privatif);Pour les trajets domicile travail;700;Ingénieur;Cadre;False
En couple sans enfant;Homme;2;2;0;63;50-59 ans;2017;GMF;800;Quelques fois par mois;6000;TIGER XRX LOW;TRIUMPH;Roadster;Garage individuel (ou box privatif);Pour les loisirs;;conducteur de train à crémaill;Ouvrier;False
En couple avec enfant(s);Homme;3;1;1;44;40-49 ans;2001;ALLIANZ;1000;Quelques fois par mois;2000;R1 (YZF-R1);YAMAHA;Sportive;Parking privé clos;Pour les loisirs;;chargé daffaire;Cadre;False
En couple avec enfant(s);Homme;4;1;2;33;30-39 ans;2004;MUTUELLE DES MOTARDS;1000;Quelques fois par semaine;4000;FZS FAZER;YAMAHA;Roadster;Garage individuel (ou box privatif);Pour les trajets domicile travail;200;Consultant;Cadre;False
Seul(e) sans enfant;Homme;1;1;0;16;40-49 ans;2005;MAIF;650;Tous les jours;10000;BANDIT-S ABS;SUZUKI;Roadster;Garage individuel (ou box privatif);Pour les trajets domicile travail;;Fonctionnaire;Cadre;False
En couple sans enfant;Femme;2;2;0;92;Moins de 30 ans;2015;AXA;300;Quelques fois par semaine;8000;NINJA 300R ABS SPECIAL EDITION;KAWASAKI;Sportive;Garage collectif;Pour les trajets domicile travail;;Chargée de solutions événementielles;Cadre;True
En couple sans enfant;Homme;2;1;0;75;50-59 ans;2012;CLUB 14;1200;Tous les jours;7500;VFR-F DUAL CT;HONDA;Routière / GT;Parking public clos;Pour les trajets domicile travail;2000;Ingénieur avant vente;Cadre;False
En couple sans enfant;Homme;2;1;0;42;60-69 ans;2016;MUTUELLE DES MOTARDS;1000;Quelques fois par semaine;8000;VERSYS (FULL);KAWASAKI;Routière / GT;Garage individuel (ou box privatif);Pour les loisirs;500;Directeur Général;Retraité;True
En couple avec enfant(s);Homme;3;1;1;68;60-69 ans;2005;MACIF;900;Tous les jours;6000;TDM ABS;YAMAHA;Roadster;Garage individuel (ou box privatif);Pour les trajets domicile travail;200;Responsable méthodes industria;Cadre;False
Seul(e) sans enfant;Femme;1;1;0;77;60-69 ans;2007;MUTUELLE DES MOTARDS;125;Quelques fois par mois;1000;SH-I;HONDA;Scooter;Garage individuel (ou box privatif);Pour les loisirs;;EDUCATEUR SPORTIF;Retraité;False
Seul(e) sans enfant;Homme;1;1;0;69;Moins de 30 ans;2001;MUTUELLE DES MOTARDS;500;Tous les jours;10000;ER-5;KAWASAKI;Roadster;Garage individuel (ou box privatif);Pour les trajets domicile travail;;Messager du tri;Etudiant;False
En couple sans enfant;Homme;2;4;0;33;30-39 ans;2016;MUTUELLE DES MOTARDS;1200;Quelques fois par an;1500;R1200GS ABS (FULL);BMW;Trail / Supermotard;Autre;Pour les loisirs;;Country manager;Cadre;False
En couple sans enfant;Homme;2;1;0;41;60-69 ans;2004;MAIF;1200;Quelques fois par semaine;15000;K1200LT;BMW;Routière / GT;Parking privé non clos;Pour les loisirs;;retraité;Retraité;False
En couple avec enfant(s);Homme;4;1;2;59;50-59 ans;2016;MACIF;1300;Quelques fois par mois;15000;FJR 1300A (FULL);YAMAHA;Routière / GT;Garage individuel (ou box privatif);Pour les loisirs;;Préventeur;Cadre;False
En couple sans enfant;Homme;2;3;0;34;60-69 ans;2012;AXA;1200;Quelques fois par semaine;10000;R1200RT PACK;BMW;Routière / GT;Garage individuel (ou box privatif);Pour les loisirs;;Directeur entreprise de transp;Retraité;False
En couple avec enfant(s);Homme;3;3;1;38;50-59 ans;2016;MUTUELLE DES MOTARDS;1800;Tous les jours;25000;"GOLD WING F6B ""BAGGER"" 40TH";HONDA;Routière / GT;Garage individuel (ou box privatif);Pour les trajets domicile travail;;Responsable PAO imprimerie;Profession intermédiaire;True
En couple avec enfant(s);Homme;4;2;2;78;60-69 ans;2011;MUTUELLE DES MOTARDS;660;Quelques fois par semaine;2000;MT03;YAMAHA;Roadster;Parking privé non clos;Pour les loisirs;1000;ingénieur;Cadre;False
En couple sans enfant;Homme;2;2;0;4;50-59 ans;2009;MATMUT;696;Quelques fois par semaine;1000;MONSTER;DUCATI;Roadster;Garage individuel (ou box privatif);Pour les trajets domicile travail;1500;Chargé daffaire Ingénierie;Cadre;False
En couple avec enfant(s);Homme;5;5;3;77;40-49 ans;2004;MACIF;955;Quelques fois par mois;12000;DAYTONA IE;TRIUMPH;Sportive;Garage individuel (ou box privatif);Pour les trajets domicile travail;;Technicien méthodes;Employé;False
Seul(e) avec enfants;Femme;3;1;2;31;50-59 ans;1992;MUTUELLE DES MOTARDS;500;Quelques fois par mois;1000;GPZ-S;KAWASAKI;Scooter;Garage individuel (ou box privatif);Pour les trajets domicile travail;;AESH;Employé;False
En couple avec enfant(s);Homme;3;1;1;75;60-69 ans;2003;MUTUELLE DES MOTARDS;1150;Quelques fois par mois;5000;R1150GS ABS;BMW;Trail / Supermotard;;Pour les loisirs;300;INFORMATICIEN;Profession intermédiaire;False
En couple sans enfant;Homme;2;2;0;12;60-69 ans;2011;MUTUELLE DES MOTARDS;400;Quelques fois par mois;2000;MP3 LT (TM);PIAGGIO;Scooter;Parking privé clos;Pour les loisirs;;RETRAITE;Retraité;False
Seul(e) sans enfant;Homme;1;2;0;57;60-69 ans;2000;MUTUELLE DES MOTARDS;900;Quelques fois par semaine;10000;MONSTER IE;DUCATI;Trail / Supermotard;Garage individuel (ou box privatif);Pour les loisirs;600;Retraité;Retraité;False
En couple avec enfant(s);Homme;3;1;1;83;40-49 ans;2012;MUTUELLE DES MOTARDS;675;Tous les jours;4000;STREET TRIPLE;TRIUMPH;Roadster;Parking privé clos;Pour les trajets domicile travail;;Technicien supérieur hospitali;Employé;False
En couple avec enfant(s);Homme;3;2;1;13;50-59 ans;2010;GENERALI;650;Quelques fois par mois;2000;ER-6F;KAWASAKI;Sportive;Garage individuel (ou box privatif);Pour les loisirs;;Evaluateur immobilier;Profession libérale et artistique;False
En couple sans enfant;Homme;2;2;0;34;50-59 ans;2013;MUTUELLE DES MOTARDS;1050;Quelques fois par mois;3000;TIGER SE;TRIUMPH;Roadster;Garage individuel (ou box privatif);Pour les loisirs;;Cadre assurance;Cadre;False
Seul(e) sans enfant;Homme;1;1;0;69;40-49 ans;2005;MUTUELLE DES MOTARDS;600;Tous les jours;10000;HORNET;HONDA;Roadster;Parking public clos;Pour les trajets domicile travail;;Ingénieur;Cadre;False
En couple sans enfant;Homme;2;3;0;26;50-59 ans;1994;AUTRE;1100;Tous les jours;10000;K1100LT EDITION SPECIALE;BMW;Routière / GT;Parking public clos;Pour les trajets domicile travail;1000;Gérant de société;Chef dentreprise de 10 salariés ou plus;False
En couple sans enfant;Homme;2;2;0;63;70 et plus;2002;MACIF;955;Quelques fois par semaine;13000;SPRINT ST;TRIUMPH;Routière / GT;Garage individuel (ou box privatif);Pour les loisirs;;Retraité  métallo;Retraité;False
Seul(e) sans enfant;Homme;1;2;0;31;60-69 ans;2002;MUTUELLE DES MOTARDS;1150;Quelques fois par mois;8000;R1150GS;BMW;Trail / Supermotard;Parking privé non clos;Pour les loisirs;;retraité;Retraité;False
En couple avec enfant(s);Homme;4;1;2;33;50-59 ans;2004;MUTUELLE DES MOTARDS;1200;Tous les jours;15000;K1200LT FL;BMW;Routière / GT;Garage individuel (ou box privatif);Pour les trajets domicile travail;;Responsable Informatique;Cadre;False
En couple avec enfant(s);Homme;3;1;1;62;40-49 ans;2004;APRIL MOTO (AMT);955;Quelques fois par semaine;3000;SPEED TRIPLE IE ALL BLACK;TRIUMPH;Roadster;Garage individuel (ou box privatif);Pour les loisirs;;Aide-soignant;Employé;False
En couple sans enfant;Homme;2;1;0;38;30-39 ans;2009;MUTUELLE DES MOTARDS;1098;Tous les jours;8000;STREETFIGHTER;DUCATI;Roadster;Garage individuel (ou box privatif);Pour les trajets domicile travail;600;Agent circulation;Employé;False
En couple sans enfant;Homme;2;1;0;13;40-49 ans;2002;MUTUELLE DES MOTARDS;1000;Tous les jours;15000;FZS FAZER;YAMAHA;Roadster;Parking privé clos;Pour les trajets domicile travail;100;Responsable transport;Cadre;False
En couple avec enfant(s);Homme;3;2;1;73;30-39 ans;2012;MUTUELLE DES MOTARDS;1200;Quelques fois par semaine;6000;;DUCATI;Roadster;Garage individuel (ou box privatif);Pour les trajets domicile travail;;chargé daffaires;Profession intermédiaire;False
En couple sans enfant;Homme;2;2;0;69;30-39 ans;2002;MUTUELLE DES MOTARDS;600;Quelques fois par semaine;5000;FZS FAZER;YAMAHA;Roadster;Garage individuel (ou box privatif);Pour les loisirs;;fonctionnaire détat;Profession intermédiaire;False
En couple sans enfant;Homme;2;1;0;59;30-39 ans;2001;MUTUELLE DES MOTARDS;600;Quelques fois par semaine;7500;Hornet;Honda;;Garage collectif;Pour les trajets domicile travail;;Menuisier;Ouvrier;False
Autre;Homme;4;2;0;33;Moins de 30 ans;2009;MATMUT;650;Tous les jours;16000;"ER-6 ""F"" 34CV";KAWASAKI;Routière / GT;Garage individuel (ou box privatif);Pour les trajets domicile travail;;Geometre;Employé;True
En couple sans enfant;Homme;2;2;0;83;60-69 ans;2012;MUTUELLE DES MOTARDS;1200;Quelques fois par semaine;10000;R1200R;BMW;Roadster;Garage individuel (ou box privatif);Pour les loisirs;;Infirmier retraité;Retraité;False
Seul(e) sans enfant;Homme;1;3;0;38;60-69 ans;1988;AXA;1100;Tous les jours;8000;GSX1100 F;SUZUKI;Routière / GT;Voie publique;Pour les loisirs;;sans;Retraité;False
En couple avec enfant(s);Homme;5;5;3;69;50-59 ans;1956;MUTUELLE DES MOTARDS;250;Quelques fois par an;1000;BASIQUE SERIE TC;PEUGEOT;Roadster;Garage individuel (ou box privatif);Pour les loisirs;600;Chef de service de Police Muni;Cadre;False
En couple avec enfant(s);Homme;4;1;2;74;40-49 ans;2001;MUTUELLE DES MOTARDS;850;Quelques fois par mois;4000;Tdmy;Yamaha;Roadster;Garage individuel (ou box privatif);Pour les loisirs;;conducteur de travaux dans le;Cadre;True
Seul(e) sans enfant;Homme;1;1;0;77;Moins de 30 ans;2005;MUTUELLE DES MOTARDS;650;Quelques fois par mois;3000;SV-N;SUZUKI;Roadster;Garage collectif;Pour les loisirs;;Alternant;Etudiant;False
En couple sans enfant;Homme;2;2;0;21;60-69 ans;2010;GMF;800;Quelques fois par semaine;5000;F800GS;BMW;Trail / Supermotard;Parking privé clos;Pour les loisirs;;informaticien;Retraité;False
En couple avec enfant(s);Homme;4;1;2;31;40-49 ans;2002;MUTUELLE DES MOTARDS;1300;Tous les jours;10000;FJR 1300;YAMAHA;Routière / GT;Garage individuel (ou box privatif);Pour les trajets domicile travail;600;Architecte;Cadre;True
En couple avec enfant(s);Homme;4;7;2;6;50-59 ans;2002;MACIF;600;Tous les jours;6000;FZS FAZER;YAMAHA;Roadster;Garage individuel (ou box privatif);Pour les trajets domicile travail;;Agent hospitalier;Employé;False
En couple avec enfant(s);Homme;4;1;2;33;50-59 ans;2007;GMF;600;Quelques fois par semaine;3000;GSR;SUZUKI;Roadster;Garage individuel (ou box privatif);Pour les loisirs;300;Technicien amélioration continue;Employé;False
En couple avec enfant(s);Homme;4;1;2;3;50-59 ans;2017;AUTRE BANCASSUREUR;1200;Quelques fois par semaine;7000;R1200GS ABS EXCLUSIVE;BMW;Trail / Supermotard;Garage individuel (ou box privatif);Pour les loisirs;400;fonctionnaire territoriale;Employé;False
En couple avec enfant(s);Homme;6;2;4;24;40-49 ans;2001;CLUB 14;1000;Quelques fois par semaine;5000;FZS FAZER;YAMAHA;Roadster;Garage individuel (ou box privatif);Pour les loisirs;300;Professeur de Lycee Profession;Employé;False
En couple sans enfant;Homme;2;1;0;61;30-39 ans;2016;AUTRE;750;Quelques fois par mois;4000;GSX-R;SUZUKI;Roadster;Garage individuel (ou box privatif);Pour les loisirs;;Technicien chimiste;Employé;False
En couple avec enfant(s);Homme;4;3;2;36;50-59 ans;2003;MUTUELLE DES MOTARDS;1100;Quelques fois par semaine;2000;V11 LE MANS;MOTO GUZZI;Routière / GT;Garage individuel (ou box privatif);Pour les loisirs;;Plombier Chauffagiste;Artisan, commerçant assimilé;True
En couple avec enfant(s);Femme;5;1;3;78;40-49 ans;2007;MUTUELLE DES MOTARDS;1000;Quelques fois par semaine;5000;FZ1 FAZER ABS;YAMAHA;Roadster;Garage individuel (ou box privatif);Pour les trajets domicile travail;;Rédactrice technique;Employé;False
En couple avec enfant(s);Homme;4;1;2;12;50-59 ans;1981;MUTUELLE DES MOTARDS;500;Quelques fois par mois;3000;CX500C;HONDA;Custom;Garage individuel (ou box privatif);Pour les loisirs;;cadre commercial;Cadre;False
En couple avec enfant(s);Homme;3;2;1;59;50-59 ans;2016;GENERALI;1600;Quelques fois par semaine;9000;K1600GT PACK SECURITE;BMW;Routière / GT;Garage individuel (ou box privatif);Pour les loisirs;3000;Enseignant;Cadre;False
Autre;Homme;4;3;0;95;Moins de 30 ans;2012;MUTUELLE DES MOTARDS;1000;Quelques fois par semaine;8000;R1 IE (YZF-R1) (FULL);YAMAHA;Sportive;Garage individuel (ou box privatif);Pour les loisirs;;Conseiller client apv auto;Profession intermédiaire;True
En couple sans enfant;Homme;2;3;0;94;50-59 ans;2011;MACIF;1800;Quelques fois par mois;4000;GOLD WING;HONDA;Routière / GT;Garage individuel (ou box privatif);Pour les loisirs;;Responsable dagence commercia;Cadre;False
En couple avec enfant(s);Homme;4;1;2;34;40-49 ans;1994;MUTUELLE DES MOTARDS;750;Quelques fois par an;3000;K75 ABS;BMW;Roadster;Parking privé non clos;Pour les trajets domicile travail;0;cheminot;Cadre;False
En couple avec enfant(s);Homme;4;1;2;26;40-49 ans;2003;MAAF;650;Quelques fois par mois;6000;SV-S;SUZUKI;Sportive;Garage individuel (ou box privatif);Pour les loisirs;;enseignant;Cadre;False
En couple avec enfant(s);Homme;3;1;1;33;50-59 ans;2010;AXA;1050;Quelques fois par semaine;10000;SPEED TRIPLE;TRIUMPH;Roadster;Garage individuel (ou box privatif);Pour les trajets domicile travail;500;Maître d’oeuvre;Cadre;False
En couple sans enfant;Homme;2;3;0;12;50-59 ans;2005;MAAF;1200;Quelques fois par semaine;11000;R1200GS ABS;BMW;Trail / Supermotard;Garage individuel (ou box privatif);Pour les loisirs;1000;technicien vi;Employé;False
En couple avec enfant(s);Homme;4;1;2;31;50-59 ans;2012;GMF;1000;Tous les jours;10000;CB 1000FA ABS;HONDA;Roadster;Garage individuel (ou box privatif);Pour les trajets domicile travail;1000;Ingenieur;Cadre;False
En couple avec enfant(s);Homme;4;1;2;35;30-39 ans;2000;AMV (ASSURANCE MOTO VERTE);900;Quelques fois par semaine;5000;CBR FIREBLADE RR;HONDA;Routière / GT;Garage individuel (ou box privatif);Pour les trajets domicile travail;;technicien de maintenance;Employé;False
En couple avec enfant(s);Homme;5;3;3;74;30-39 ans;2015;MAAF;1200;Quelques fois par semaine;3000;R NINE T;BMW;Roadster;Garage individuel (ou box privatif);Pour les loisirs;;Directeur commercial;Chef dentreprise de 10 salariés ou plus;False
Seul(e) avec enfants;Homme;2;4;1;77;50-59 ans;2012;MUTUELLE DES MOTARDS;1300;Tous les jours;25000;K1300S;BMW;Routière / GT;Garage individuel (ou box privatif);Pour les trajets domicile travail;1000;ingenieur support technique;Cadre;False
En couple sans enfant;Homme;2;2;0;77;40-49 ans;2006;FMA;1200;Quelques fois par mois;3000;R1200RT;BMW;Routière / GT;Garage individuel (ou box privatif);Pour les trajets domicile travail;;Fonctionnaire;Employé;True
En couple avec enfant(s);Homme;5;1;3;59;50-59 ans;2007;MUTUELLE DES MOTARDS;1400;Tous les jours;25000;ZZR ABS;KAWASAKI;Routière / GT;Garage individuel (ou box privatif);Pour les loisirs;2500;Ingénieur du Son;Profession libérale et artistique;False
En couple sans enfant;Homme;2;2;0;74;40-49 ans;2011;MUTUELLE DES MOTARDS;250;Quelques fois par semaine;5000;X-MAX;YAMAHA;Scooter;Garage individuel (ou box privatif);Pour les trajets domicile travail;;Agent de sécurité;Employé;False
Seul(e) sans enfant;Homme;1;3;0;95;50-59 ans;2015;MUTUELLE DES MOTARDS;1000;Quelques fois par semaine;8000;S1000RR;BMW;Sportive;Garage collectif;Pour les loisirs;;RESPONSABLE ADMINISTRATIF ET FINANCIER;Cadre;False
Seul(e) sans enfant;Homme;1;1;0;68;30-39 ans;2009;MUTUELLE DES MOTARDS;125;Quelques fois par mois;5000;GPR NUDE;DERBI;Roadster;Garage individuel (ou box privatif);Pour les loisirs;;Ingénieur;Autre sans activité professionnelle (personne au foyer...);False
Seul(e) avec enfants;Homme;2;2;1;59;50-59 ans;2010;MACIF;1200;Quelques fois par semaine;5000;R1200GS  PACK;BMW;Trail / Supermotard;;Pour les loisirs;;cadre;Cadre;False
En couple avec enfant(s);Homme;4;2;2;64;50-59 ans;2007;AMV (ASSURANCE MOTO VERTE);996;Quelques fois par semaine;4000;ST4-S ABS;DUCATI;Roadster;Garage individuel (ou box privatif);Pour les trajets domicile travail;;commerçant;Artisan, commerçant assimilé;False
En couple avec enfant(s);Homme;3;2;1;24;50-59 ans;2010;MUTUELLE DES MOTARDS;1400;Tous les jours;12500;GTR GRAND TOURER;KAWASAKI;Routière / GT;Garage individuel (ou box privatif);Pour les loisirs;;Technicien maintenance;Employé;True
En couple avec enfant(s);Homme;3;2;1;10;60-69 ans;2014;MUTUELLE DES MOTARDS;800;Quelques fois par mois;1500;TIGER XC;TRIUMPH;Trail / Supermotard;Garage individuel (ou box privatif);Pour les loisirs;;Infirmièr;Retraité;False
En couple avec enfant(s);Homme;4;1;2;76;50-59 ans;2006;MATMUT;1200;Quelques fois par mois;2000;R1200GS;BMW;Trail / Supermotard;Parking privé clos;Pour les loisirs;;Comptable;Profession intermédiaire;False
En couple sans enfant;Homme;2;1;0;84;60-69 ans;2003;MUTUELLE DES MOTARDS;1150;Quelques fois par semaine;8000;R1150RT;BMW;Routière / GT;Garage individuel (ou box privatif);Pour les loisirs;;Retraité;Retraité;False
En couple avec enfant(s);Homme;3;1;1;38;50-59 ans;2008;AXA;600;Quelques fois par semaine;6000;CB-F S;HONDA;Roadster;;Pour les trajets domicile travail;;technicien en batiment;Employé;False
Seul(e) sans enfant;Femme;1;2;0;69;30-39 ans;2012;MAAF;990;Quelques fois par semaine;10000;SM-T ABS;KTM;Trail / Supermotard;Garage individuel (ou box privatif);Pour les loisirs;;Technicienne de laboratoire;Profession intermédiaire;False
En couple sans enfant;Homme;2;2;0;7;70 et plus;2014;MACIF;1200;Quelques fois par semaine;10000;R1200GS ABS;BMW;Trail / Supermotard;Garage individuel (ou box privatif);Pour les loisirs;;Retraité;Retraité;False
En couple avec enfant(s);Homme;6;1;4;82;50-59 ans;1997;MUTUELLE DES MOTARDS;650;Quelques fois par semaine;5000;F650 FUNDURO;BMW;Trail / Supermotard;Garage individuel (ou box privatif);Pour les trajets domicile travail;;ingénieur;Cadre;False
